sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Boris Faz,GTX Plus Pro,Yearin,Lost,10/17/2017,10/25/2017,0
Cassey Cress,GTXPro,Xx-zobam,Won,10/17/2017,10/29/2017,5144
Corliss Cosme,MG Advanced,Plussunin,Lost,10/17/2017,12/13/2017,0
Darcel Schlecht,GTXPro,Rundofase,Lost,10/17/2017,10/24/2017,0
Darcel Schlecht,GTXPro,Cancity,Won,10/17/2017,10/23/2017,5458
Gladys Colclough,GTXPro,Rundofase,Lost,10/17/2017,10/23/2017,0
Jonathan Berthelot,GTXPro,Stanredtax,Won,10/17/2017,10/19/2017,5046
Markita Hansen,GTX Basic,Hatfan,Lost,10/17/2017,10/23/2017,0
Markita Hansen,MG Special,Goodsilron,Lost,10/17/2017,10/26/2017,0
Markita Hansen,MG Special,Nam-zim,Lost,10/17/2017,10/26/2017,0
Marty Freudenburg,MG Special,dambase,Won,10/17/2017,10/26/2017,64
Versie Hillebrand,MG Special,Betatech,Won,10/17/2017,10/27/2017,54
Vicki Laflamme,MG Special,Xx-holding,Won,10/17/2017,10/26/2017,68
Violet Mclelland,GTX Plus Basic,Betasoloin,Lost,10/17/2017,10/18/2017,0
Violet Mclelland,MG Special,The New York Inquirer,Lost,10/17/2017,10/18/2017,0
Wilburn Farren,MG Special,Massive Dynamic,Lost,10/17/2017,10/19/2017,0
Zane Levy,GTX Plus Basic,Kan-code,Won,10/17/2017,12/10/2017,1129
Cassey Cress,MG Advanced,The New York Inquirer,Lost,10/18/2017,10/19/2017,0
Cecily Lampkin,GTX Plus Basic,Inity,Won,10/18/2017,10/20/2017,1200
Cecily Lampkin,MG Advanced,Globex Corporation,Won,10/18/2017,12/19/2017,3164
Corliss Cosme,GTX Plus Basic,Konex,Lost,10/18/2017,10/25/2017,0
Corliss Cosme,MG Advanced,Zotware,Won,10/18/2017,10/26/2017,3225
Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,10/18/2017,11/5/2017,0
Darcel Schlecht,GTXPro,Rangreen,Won,10/18/2017,10/20/2017,4130
Donn Cantrell,GTX Basic,Bluth Company,Lost,10/18/2017,10/24/2017,0
Donn Cantrell,GTXPro,Donware,Lost,10/18/2017,11/29/2017,0
Elease Gluck,MG Special,Singletechno,Won,10/18/2017,10/20/2017,47
Garret Kinder,GTX Plus Pro,Konex,Won,10/18/2017,10/25/2017,4751
Gladys Colclough,MG Advanced,Konmatfix,Lost,10/18/2017,10/24/2017,0
Hayden Neloms,MG Advanced,Green-Plus,Lost,10/18/2017,10/19/2017,0
Hayden Neloms,MG Special,Y-corporation,Won,10/18/2017,12/20/2017,51
Hayden Neloms,MG Advanced,Singletechno,Won,10/18/2017,10/22/2017,3696
Kami Bicknell,GTXPro,Plexzap,Lost,10/18/2017,10/26/2017,0
Kami Bicknell,MG Advanced,Groovestreet,Won,10/18/2017,10/24/2017,3536
Kary Hendrixson,GTX Basic,Dalttechnology,Lost,10/18/2017,11/22/2017,0
Kary Hendrixson,MG Special,Nam-zim,Lost,10/18/2017,11/5/2017,0
Kary Hendrixson,MG Special,Plusstrip,Won,10/18/2017,12/17/2017,59
Lajuana Vencill,GTX Basic,Funholding,Won,10/18/2017,10/20/2017,474
Marty Freudenburg,MG Special,Bioholding,Won,10/18/2017,10/30/2017,43
Marty Freudenburg,MG Special,Hottechi,Won,10/18/2017,12/19/2017,60
Niesha Huffines,GTX Basic,Treequote,Lost,10/18/2017,10/29/2017,0
Niesha Huffines,GTX Basic,Ron-tech,Won,10/18/2017,10/27/2017,461
Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,10/18/2017,12/11/2017,0
Reed Clapper,MG Special,Gekko & Co,Won,10/18/2017,10/19/2017,54
Rosalina Dieter,MG Special,Plusstrip,Lost,10/18/2017,12/2/2017,0
Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Lost,10/18/2017,10/25/2017,0
Rosie Papadopoulos,MG Special,Initech,Lost,10/18/2017,10/28/2017,0
Vicki Laflamme,GTX Basic,Doncon,Lost,10/18/2017,12/31/2017,0
Vicki Laflamme,MG Advanced,Hottechi,Lost,10/18/2017,10/24/2017,0
Vicki Laflamme,MG Advanced,Rantouch,Won,10/18/2017,10/27/2017,3363
Anna Snelling,GTX Plus Basic,Hottechi,Won,10/19/2017,10/30/2017,1089
Cassey Cress,GTXPro,Opentech,Lost,10/19/2017,10/31/2017,0
Cassey Cress,GTX Plus Basic,Acme Corporation,Won,10/19/2017,10/21/2017,1096
Cecily Lampkin,MG Special,Ron-tech,Won,10/19/2017,10/29/2017,62
Corliss Cosme,MG Advanced,Kan-code,Lost,10/19/2017,12/26/2017,0
Corliss Cosme,GTX Plus Basic,Konex,Won,10/19/2017,10/21/2017,1105
Daniell Hammack,GTXPro,Bluth Company,Lost,10/19/2017,10/28/2017,0
Daniell Hammack,GTXPro,Bioplex,Won,10/19/2017,10/24/2017,4353
Darcel Schlecht,GTXPro,Finhigh,Lost,10/19/2017,10/28/2017,0
Darcel Schlecht,GTX Plus Pro,Warephase,Won,10/19/2017,10/27/2017,6276
Darcel Schlecht,GTXPro,Betatech,Won,10/19/2017,10/27/2017,4688
Garret Kinder,GTX Basic,Ontomedia,Lost,10/19/2017,10/26/2017,0
Garret Kinder,MG Advanced,Opentech,Won,10/19/2017,11/1/2017,3422
Gladys Colclough,MG Special,Hottechi,Lost,10/19/2017,10/20/2017,0
Gladys Colclough,GTXPro,Inity,Won,10/19/2017,12/9/2017,5192
Hayden Neloms,GTX Plus Basic,Hottechi,Won,10/19/2017,10/28/2017,1226
Hayden Neloms,GTX Plus Pro,J-Texon,Won,10/19/2017,10/25/2017,4552
James Ascencio,GTX Plus Pro,Xx-holding,Won,10/19/2017,10/26/2017,5569
James Ascencio,GTXPro,Fasehatice,Won,10/19/2017,10/20/2017,4389
Jonathan Berthelot,GTX Plus Pro,Hottechi,Lost,10/19/2017,11/1/2017,0
Lajuana Vencill,MG Advanced,Globex Corporation,Lost,10/19/2017,10/21/2017,0
Lajuana Vencill,GTX Basic,Ron-tech,Won,10/19/2017,10/26/2017,451
Markita Hansen,MG Advanced,Plexzap,Lost,10/19/2017,11/28/2017,0
Markita Hansen,GTX Basic,Goodsilron,Won,10/19/2017,10/21/2017,553
Marty Freudenburg,GTXPro,Scottech,Lost,10/19/2017,10/29/2017,0
Maureen Marcano,GTX Basic,Blackzim,Won,10/19/2017,11/1/2017,524
Reed Clapper,MG Advanced,Plussunin,Lost,10/19/2017,10/21/2017,0
Versie Hillebrand,GTX Plus Basic,Ron-tech,Lost,10/19/2017,10/31/2017,0
Versie Hillebrand,MG Special,Inity,Won,10/19/2017,10/27/2017,53
Versie Hillebrand,MG Advanced,Statholdings,Won,10/19/2017,10/20/2017,2749
Vicki Laflamme,GTXPro,J-Texon,Lost,10/19/2017,10/26/2017,0
Vicki Laflamme,GTXPro,Rantouch,Lost,10/19/2017,10/21/2017,0
Vicki Laflamme,GTX Plus Pro,Groovestreet,Won,10/19/2017,10/20/2017,5368
Wilburn Farren,GTXPro,Kan-code,Won,10/19/2017,12/25/2017,4734
Wilburn Farren,MG Advanced,Condax,Won,10/19/2017,12/16/2017,3089
Anna Snelling,MG Advanced,Dontechi,Lost,10/20/2017,10/21/2017,0
Anna Snelling,MG Special,Gogozoom,Won,10/20/2017,10/30/2017,54
Cassey Cress,GTXPro,Silis,Won,10/20/2017,10/27/2017,4345
Cecily Lampkin,MG Advanced,Warephase,Won,10/20/2017,10/27/2017,3848
Corliss Cosme,GTXPro,Initech,Won,10/20/2017,10/26/2017,4287
Darcel Schlecht,GTXPro,Codehow,Won,10/20/2017,10/27/2017,4435
Darcel Schlecht,GTXPro,Stanredtax,Won,10/20/2017,10/28/2017,4699
Gladys Colclough,GTX Plus Pro,Cancity,Lost,10/20/2017,10/24/2017,0
Gladys Colclough,MG Special,Genco Pura Olive Oil Company,Lost,10/20/2017,10/22/2017,0
Gladys Colclough,MG Special,Stanredtax,Won,10/20/2017,10/30/2017,60
Hayden Neloms,GTX Plus Pro,Hatfan,Won,10/20/2017,10/21/2017,6026
James Ascencio,GTX Plus Pro,Golddex,Lost,10/20/2017,10/27/2017,0
James Ascencio,GTX Plus Pro,Newex,Won,10/20/2017,12/25/2017,5095
Kami Bicknell,GTX Basic,Sunnamplex,Won,10/20/2017,12/16/2017,565
Maureen Marcano,GTX Plus Pro,Y-corporation,Won,10/20/2017,12/22/2017,5883
Niesha Huffines,GTX Plus Basic,Funholding,Won,10/20/2017,12/12/2017,1135
Reed Clapper,GTX Plus Basic,Konex,Won,10/20/2017,12/21/2017,903
Vicki Laflamme,MG Special,Green-Plus,Lost,10/20/2017,10/27/2017,0
Vicki Laflamme,MG Special,Lexiqvolax,Lost,10/20/2017,10/28/2017,0
Vicki Laflamme,MG Special,Dalttechnology,Won,10/20/2017,11/3/2017,48
Zane Levy,GTX Plus Pro,Hatfan,Won,10/20/2017,10/30/2017,5388
Zane Levy,GTXPro,Plexzap,Won,10/20/2017,10/27/2017,4109
Anna Snelling,GTX Plus Basic,dambase,Lost,10/21/2017,10/23/2017,0
Anna Snelling,MG Special,Ron-tech,Lost,10/21/2017,10/27/2017,0
Anna Snelling,GTX Plus Pro,Codehow,Won,10/21/2017,12/16/2017,5543
Cassey Cress,GTX Plus Basic,Donware,Lost,10/21/2017,11/29/2017,0
Cecily Lampkin,GTX Plus Basic,Streethex,Lost,10/21/2017,10/28/2017,0
Cecily Lampkin,MG Advanced,Genco Pura Olive Oil Company,Lost,10/21/2017,10/27/2017,0
Darcel Schlecht,GTXPro,Bioholding,Lost,10/21/2017,10/31/2017,0
Darcel Schlecht,GTXPro,Statholdings,Won,10/21/2017,10/29/2017,4732
Darcel Schlecht,MG Special,Codehow,Won,10/21/2017,11/7/2017,55
Donn Cantrell,GTX Basic,Xx-zobam,Lost,10/21/2017,10/30/2017,0
Donn Cantrell,GTX Plus Pro,The New York Inquirer,Lost,10/21/2017,10/29/2017,0
Gladys Colclough,MG Special,Konmatfix,Won,10/21/2017,10/30/2017,52
Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,Lost,10/21/2017,10/22/2017,0
Kami Bicknell,GTX Basic,Doncon,Lost,10/21/2017,12/14/2017,0
Kary Hendrixson,GTX Basic,Cheers,Lost,10/21/2017,10/23/2017,0
Kary Hendrixson,GTX Basic,Labdrill,Won,10/21/2017,10/27/2017,575
Maureen Marcano,GTX Basic,Green-Plus,Lost,10/21/2017,10/30/2017,0
Niesha Huffines,MG Special,Domzoom,Lost,10/21/2017,11/1/2017,0
Reed Clapper,MG Advanced,Plussunin,Won,10/21/2017,10/29/2017,3612
Violet Mclelland,MG Special,Zathunicon,Lost,10/21/2017,10/25/2017,0
Wilburn Farren,GTXPro,Iselectrics,Won,10/21/2017,12/15/2017,4970
Wilburn Farren,MG Advanced,Ganjaflex,Won,10/21/2017,10/31/2017,2995
Boris Faz,GTX Basic,Zathunicon,Won,10/22/2017,12/30/2017,546
Boris Faz,GTX Plus Basic,Gekko & Co,Won,10/22/2017,12/20/2017,1184
Cassey Cress,GTX Plus Pro,Plussunin,Won,10/22/2017,10/24/2017,5500
Cecily Lampkin,MG Advanced,Domzoom,Won,10/22/2017,10/24/2017,3616
Corliss Cosme,GTK 500,Kan-code,Lost,10/22/2017,11/30/2017,0
Daniell Hammack,MG Advanced,Mathtouch,Lost,10/22/2017,10/26/2017,0
Darcel Schlecht,GTX Plus Basic,Rundofase,Won,10/22/2017,12/29/2017,1087
Darcel Schlecht,GTXPro,Inity,Won,10/22/2017,10/30/2017,3578
Elease Gluck,GTX Basic,Finjob,Won,10/22/2017,10/29/2017,544
Elease Gluck,MG Advanced,Dalttechnology,Won,10/22/2017,10/29/2017,3082
Elease Gluck,MG Advanced,Hottechi,Won,10/22/2017,10/24/2017,3450
Garret Kinder,GTXPro,Kan-code,Won,10/22/2017,10/29/2017,5360
James Ascencio,GTXPro,Cheers,Won,10/22/2017,11/1/2017,4991
James Ascencio,MG Advanced,Cheers,Won,10/22/2017,10/30/2017,3294
Jonathan Berthelot,GTX Plus Basic,Conecom,Lost,10/22/2017,10/30/2017,0
Markita Hansen,GTX Plus Basic,Rantouch,Won,10/22/2017,10/31/2017,981
Marty Freudenburg,GTX Plus Basic,Isdom,Lost,10/22/2017,11/3/2017,0
Marty Freudenburg,GTX Plus Pro,Streethex,Won,10/22/2017,10/23/2017,6233
Marty Freudenburg,MG Special,Domzoom,Won,10/22/2017,11/28/2017,55
Niesha Huffines,MG Special,Globex Corporation,Lost,10/22/2017,10/28/2017,0
Niesha Huffines,GTX Plus Pro,Conecom,Won,10/22/2017,12/10/2017,6142
Rosalina Dieter,MG Special,Golddex,Lost,10/22/2017,10/29/2017,0
Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Lost,10/22/2017,12/6/2017,0
Vicki Laflamme,GTXPro,Hatfan,Won,10/22/2017,10/28/2017,5190
Cassey Cress,MG Advanced,Initech,Lost,10/23/2017,10/25/2017,0
Cassey Cress,GTX Plus Basic,Gekko & Co,Won,10/23/2017,11/1/2017,1027
Darcel Schlecht,GTX Plus Basic,Dontechi,Won,10/23/2017,10/31/2017,1237
Darcel Schlecht,GTX Plus Basic,Streethex,Won,10/23/2017,10/29/2017,965
Darcel Schlecht,GTXPro,Inity,Won,10/23/2017,11/3/2017,5729
Darcel Schlecht,GTXPro,Isdom,Won,10/23/2017,10/24/2017,5685
Darcel Schlecht,GTXPro,Rundofase,Won,10/23/2017,10/26/2017,4024
Donn Cantrell,GTX Basic,Silis,Won,10/23/2017,12/12/2017,511
Elease Gluck,GTX Plus Pro,Sonron,Lost,10/23/2017,10/30/2017,0
Garret Kinder,GTXPro,Ontomedia,Lost,10/23/2017,11/4/2017,0
Gladys Colclough,MG Advanced,Stanredtax,Lost,10/23/2017,10/24/2017,0
Kary Hendrixson,GTXPro,Y-corporation,Won,10/23/2017,11/5/2017,4382
Marty Freudenburg,GTX Plus Basic,Funholding,Lost,10/23/2017,11/19/2017,0
Marty Freudenburg,GTX Plus Pro,Treequote,Won,10/23/2017,10/30/2017,5516
Versie Hillebrand,GTX Plus Pro,Finhigh,Lost,10/23/2017,11/6/2017,0
Vicki Laflamme,GTXPro,Rantouch,Lost,10/23/2017,10/24/2017,0
Vicki Laflamme,MG Special,Condax,Won,10/23/2017,12/28/2017,51
Zane Levy,GTX Plus Basic,Groovestreet,Lost,10/23/2017,10/28/2017,0
Zane Levy,GTX Plus Basic,Kan-code,Won,10/23/2017,10/31/2017,1195
Boris Faz,GTX Plus Basic,Mathtouch,Lost,10/24/2017,10/26/2017,0
Cassey Cress,GTX Plus Pro,Silis,Lost,10/24/2017,10/25/2017,0
Cassey Cress,MG Advanced,Kinnamplus,Won,10/24/2017,11/2/2017,3588
Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,10/24/2017,10/29/2017,0
Darcel Schlecht,GTX Plus Basic,Codehow,Lost,10/24/2017,11/8/2017,0
Darcel Schlecht,GTXPro,Stanredtax,Won,10/24/2017,12/1/2017,5542
James Ascencio,MG Advanced,Finjob,Won,10/24/2017,12/31/2017,3296
Jonathan Berthelot,GTX Plus Basic,Domzoom,Lost,10/24/2017,10/25/2017,0
Jonathan Berthelot,GTX Basic,Betatech,Won,10/24/2017,10/29/2017,519
Jonathan Berthelot,GTX Plus Basic,Betatech,Won,10/24/2017,10/25/2017,1243
Kami Bicknell,MG Advanced,Fasehatice,Lost,10/24/2017,10/26/2017,0
Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,10/24/2017,10/31/2017,1133
Marty Freudenburg,GTX Basic,Hottechi,Lost,10/24/2017,12/24/2017,0
Marty Freudenburg,MG Advanced,Genco Pura Olive Oil Company,Lost,10/24/2017,12/29/2017,0
Maureen Marcano,GTX Plus Pro,Dalttechnology,Won,10/24/2017,11/10/2017,4945
Versie Hillebrand,MG Advanced,Treequote,Lost,10/24/2017,10/30/2017,0
Vicki Laflamme,GTX Basic,Cheers,Won,10/24/2017,10/26/2017,535
Zane Levy,MG Advanced,Zoomit,Lost,10/24/2017,11/7/2017,0
Anna Snelling,MG Special,Cancity,Won,10/25/2017,11/26/2017,59
Daniell Hammack,GTX Basic,Condax,Won,10/25/2017,10/27/2017,526
Donn Cantrell,GTX Basic,Acme Corporation,Won,10/25/2017,11/5/2017,586
Gladys Colclough,MG Advanced,Scottech,Lost,10/25/2017,10/27/2017,0
Jonathan Berthelot,GTXPro,Rundofase,Won,10/25/2017,11/10/2017,4356
Markita Hansen,GTX Basic,Condax,Won,10/25/2017,10/26/2017,566
Moses Frase,GTX Basic,Hottechi,Won,10/25/2017,12/30/2017,537
Violet Mclelland,MG Special,The New York Inquirer,Won,10/25/2017,12/21/2017,47
Zane Levy,GTX Basic,Condax,Won,10/25/2017,11/3/2017,447
Anna Snelling,GTX Plus Basic,Domzoom,Won,10/26/2017,10/27/2017,1103
Anna Snelling,MG Special,Finhigh,Won,10/26/2017,12/28/2017,57
Cassey Cress,GTX Basic,Betasoloin,Lost,10/26/2017,11/6/2017,0
Cecily Lampkin,GTX Plus Pro,Hottechi,Lost,10/26/2017,11/24/2017,0
Corliss Cosme,GTXPro,Ontomedia,Won,10/26/2017,11/4/2017,4525
Darcel Schlecht,GTXPro,Isdom,Lost,10/26/2017,10/30/2017,0
Darcel Schlecht,GTXPro,Zumgoity,Lost,10/26/2017,10/27/2017,0
Elease Gluck,GTX Basic,Fasehatice,Won,10/26/2017,10/28/2017,504
Gladys Colclough,GTXPro,Dontechi,Lost,10/26/2017,10/27/2017,0
Marty Freudenburg,GTXPro,Scottech,Won,10/26/2017,10/31/2017,4377
Marty Freudenburg,MG Advanced,Betatech,Won,10/26/2017,10/27/2017,3353
Maureen Marcano,GTX Plus Pro,Kan-code,Lost,10/26/2017,10/31/2017,0
Maureen Marcano,MG Special,Fasehatice,Won,10/26/2017,11/3/2017,50
Niesha Huffines,GTX Basic,Conecom,Lost,10/26/2017,10/30/2017,0
Vicki Laflamme,GTX Basic,Blackzim,Lost,10/26/2017,10/28/2017,0
Vicki Laflamme,GTX Basic,Groovestreet,Lost,10/26/2017,10/27/2017,0
Vicki Laflamme,MG Advanced,Sunnamplex,Lost,10/26/2017,11/4/2017,0
Violet Mclelland,GTX Basic,Ganjaflex,Lost,10/26/2017,10/31/2017,0
Violet Mclelland,GTX Basic,Zencorporation,Lost,10/26/2017,10/28/2017,0
Anna Snelling,GTX Plus Pro,Rundofase,Won,10/27/2017,12/7/2017,5269
Boris Faz,GTXPro,Bioplex,Won,10/27/2017,10/28/2017,5275
Cassey Cress,GTX Plus Pro,Xx-zobam,Lost,10/27/2017,10/29/2017,0
Cecily Lampkin,MG Advanced,Conecom,Lost,10/27/2017,11/7/2017,0
Corliss Cosme,GTX Basic,Mathtouch,Won,10/27/2017,10/29/2017,601
Darcel Schlecht,GTK 500,Treequote,Lost,10/27/2017,11/10/2017,0
Darcel Schlecht,MG Special,Finhigh,Won,10/27/2017,12/29/2017,53
Elease Gluck,MG Special,Groovestreet,Won,10/27/2017,11/10/2017,46
James Ascencio,GTXPro,Hatfan,Lost,10/27/2017,10/29/2017,0
Jonathan Berthelot,GTX Basic,Treequote,Won,10/27/2017,10/29/2017,538
Kami Bicknell,MG Special,Plexzap,Won,10/27/2017,12/15/2017,53
Lajuana Vencill,MG Advanced,Dontechi,Won,10/27/2017,11/3/2017,3296
Markita Hansen,GTX Basic,Doncon,Lost,10/27/2017,10/28/2017,0
Marty Freudenburg,MG Advanced,Isdom,Won,10/27/2017,11/7/2017,3561
Maureen Marcano,GTX Plus Pro,Singletechno,Won,10/27/2017,11/6/2017,5655
Moses Frase,GTX Basic,Domzoom,Won,10/27/2017,12/14/2017,656
Reed Clapper,MG Advanced,Donquadtech,Won,10/27/2017,11/5/2017,3258
Rosalina Dieter,GTX Basic,Goodsilron,Won,10/27/2017,11/12/2017,577
Versie Hillebrand,MG Special,Statholdings,Won,10/27/2017,10/28/2017,50
Vicki Laflamme,GTX Basic,Lexiqvolax,Lost,10/27/2017,10/29/2017,0
Anna Snelling,MG Special,dambase,Won,10/28/2017,10/29/2017,66
Corliss Cosme,GTX Plus Basic,Gekko & Co,Won,10/28/2017,11/12/2017,1079
Darcel Schlecht,MG Advanced,Conecom,Lost,10/28/2017,10/29/2017,0
Donn Cantrell,MG Advanced,Donquadtech,Lost,10/28/2017,11/3/2017,0
Elease Gluck,GTK 500,Cheers,Won,10/28/2017,10/29/2017,27971
Markita Hansen,GTX Basic,Y-corporation,Won,10/28/2017,11/11/2017,598
Versie Hillebrand,MG Special,Statholdings,Lost,10/28/2017,10/29/2017,0
Vicki Laflamme,GTXPro,J-Texon,Lost,10/28/2017,10/29/2017,0
Violet Mclelland,MG Special,Bluth Company,Won,10/28/2017,11/14/2017,61
Zane Levy,GTX Basic,Rantouch,Lost,10/28/2017,11/7/2017,0
Zane Levy,MG Advanced,Plusstrip,Won,10/28/2017,11/12/2017,3082
Cassey Cress,GTX Basic,Gekko & Co,Lost,10/29/2017,11/12/2017,0
Corliss Cosme,GTX Plus Pro,Ontomedia,Won,10/29/2017,11/11/2017,5646
Darcel Schlecht,MG Advanced,Codehow,Lost,10/29/2017,11/4/2017,0
Darcel Schlecht,GTXPro,Codehow,Won,10/29/2017,10/30/2017,4733
Gladys Colclough,MG Advanced,Cancity,Won,10/29/2017,12/30/2017,2931
Jonathan Berthelot,MG Special,Bioholding,Won,10/29/2017,10/31/2017,62
Rosie Papadopoulos,MG Advanced,Konex,Lost,10/29/2017,11/3/2017,0
Zane Levy,GTXPro,Green-Plus,Won,10/29/2017,10/31/2017,4178
Cassey Cress,GTXPro,Kinnamplus,Won,10/30/2017,11/4/2017,5239
Gladys Colclough,GTX Basic,Treequote,Won,10/30/2017,11/11/2017,539
Jonathan Berthelot,GTX Plus Basic,Rangreen,Won,10/30/2017,10/31/2017,973
Lajuana Vencill,MG Special,Statholdings,Lost,10/30/2017,10/31/2017,0
Reed Clapper,GTX Plus Pro,Ganjaflex,Lost,10/30/2017,10/31/2017,0
Vicki Laflamme,GTX Basic,Konex,Won,10/30/2017,11/4/2017,622
Zane Levy,GTX Plus Basic,Sunnamplex,Lost,10/30/2017,11/15/2017,0
Anna Snelling,MG Special,Isdom,Lost,10/31/2017,11/10/2017,0
Boris Faz,MG Advanced,Condax,Won,10/31/2017,11/7/2017,4172
Cassey Cress,GTXPro,Umbrella Corporation,Won,10/31/2017,11/14/2017,4529
Cassey Cress,MG Advanced,Konex,Won,10/31/2017,12/10/2017,2695
Darcel Schlecht,GTXPro,Cancity,Lost,10/31/2017,12/22/2017,0
Darcel Schlecht,GTXPro,Conecom,Lost,10/31/2017,11/10/2017,0
Donn Cantrell,GTX Basic,Ganjaflex,Won,10/31/2017,11/9/2017,486
Donn Cantrell,GTX Basic,Plussunin,Won,10/31/2017,11/8/2017,450
Elease Gluck,MG Special,Finjob,Lost,10/31/2017,11/9/2017,0
Garret Kinder,GTX Plus Pro,Ontomedia,Won,10/31/2017,11/8/2017,6818
Gladys Colclough,MG Advanced,Condax,Won,10/31/2017,12/21/2017,3298
Kami Bicknell,GTX Plus Pro,Goodsilron,Won,10/31/2017,11/9/2017,5512
Kami Bicknell,GTX Plus Pro,Kan-code,Won,10/31/2017,11/7/2017,4742
Kary Hendrixson,GTX Basic,Y-corporation,Won,10/31/2017,11/2/2017,653
Lajuana Vencill,GTX Plus Basic,Conecom,Lost,10/31/2017,11/10/2017,0
Markita Hansen,MG Advanced,Dalttechnology,Won,10/31/2017,11/11/2017,4058
Reed Clapper,GTX Basic,Condax,Won,10/31/2017,11/1/2017,553
Rosie Papadopoulos,GTX Plus Pro,Xx-zobam,Lost,10/31/2017,11/7/2017,0
Vicki Laflamme,MG Special,Kan-code,Lost,10/31/2017,11/3/2017,0
Cassey Cress,GTX Plus Basic,Kan-code,Lost,11/1/2017,11/13/2017,0
Cecily Lampkin,GTX Plus Pro,Globex Corporation,Lost,11/1/2017,11/15/2017,0
Cecily Lampkin,GTX Plus Pro,Isdom,Won,11/1/2017,12/22/2017,5504
Gladys Colclough,MG Special,Betatech,Won,11/1/2017,11/5/2017,53
Jonathan Berthelot,GTX Basic,Treequote,Lost,11/1/2017,11/17/2017,0
Kami Bicknell,MG Advanced,Fasehatice,Won,11/1/2017,11/6/2017,3064
Maureen Marcano,MG Advanced,Rantouch,Won,11/1/2017,11/14/2017,2866
Vicki Laflamme,GTX Basic,Goodsilron,Lost,11/1/2017,11/6/2017,0
Vicki Laflamme,GTX Plus Pro,Xx-holding,Lost,11/1/2017,11/10/2017,0
Vicki Laflamme,GTX Plus Basic,Lexiqvolax,Won,11/1/2017,11/10/2017,960
Vicki Laflamme,MG Special,Nam-zim,Won,11/1/2017,11/2/2017,55
Boris Faz,GTXPro,Donquadtech,Won,11/2/2017,11/7/2017,4155
Daniell Hammack,GTX Plus Basic,Condax,Lost,11/2/2017,11/5/2017,0
Donn Cantrell,GTX Basic,Bubba Gump,Won,11/2/2017,11/28/2017,532
Jonathan Berthelot,GTX Basic,Cancity,Won,11/2/2017,11/3/2017,479
Kami Bicknell,GTX Basic,Xx-holding,Lost,11/2/2017,11/7/2017,0
Markita Hansen,GTXPro,Xx-holding,Won,11/2/2017,11/29/2017,4521
Reed Clapper,GTX Basic,Ganjaflex,Won,11/2/2017,11/16/2017,585
Vicki Laflamme,GTX Basic,Sunnamplex,Lost,11/2/2017,11/7/2017,0
Vicki Laflamme,GTX Basic,Sonron,Won,11/2/2017,11/6/2017,430
Darcel Schlecht,GTXPro,Codehow,Lost,11/3/2017,11/9/2017,0
Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,Won,11/3/2017,12/2/2017,577
Marty Freudenburg,GTXPro,Treequote,Won,11/3/2017,12/18/2017,4591
Maureen Marcano,GTX Basic,Groovestreet,Won,11/3/2017,11/18/2017,662
Maureen Marcano,GTX Plus Pro,Plusstrip,Won,11/3/2017,12/31/2017,5091
Boris Faz,GTX Plus Pro,Plussunin,Won,11/4/2017,12/8/2017,5737
Cassey Cress,GTX Basic,Donquadtech,Won,11/4/2017,11/6/2017,583
Darcel Schlecht,GTXPro,Hottechi,Lost,11/4/2017,11/8/2017,0
James Ascencio,GTX Plus Pro,Sunnamplex,Won,11/4/2017,11/10/2017,5031
Marty Freudenburg,GTXPro,Rangreen,Lost,11/4/2017,11/5/2017,0
Reed Clapper,GTXPro,Plussunin,Won,11/4/2017,11/21/2017,4237
Rosie Papadopoulos,GTX Plus Pro,Konex,Lost,11/4/2017,11/14/2017,0
Zane Levy,GTX Basic,Fasehatice,Won,11/4/2017,12/12/2017,481
Anna Snelling,GTX Basic,Betatech,Won,11/5/2017,11/9/2017,480
Elease Gluck,MG Special,Nam-zim,Won,11/5/2017,11/16/2017,51
Gladys Colclough,GTX Basic,Cancity,Lost,11/5/2017,11/16/2017,0
Gladys Colclough,MG Special,Gogozoom,Won,11/5/2017,12/31/2017,52
James Ascencio,GTX Plus Basic,Sunnamplex,Won,11/5/2017,11/22/2017,1218
Kary Hendrixson,GTX Plus Pro,Plusstrip,Won,11/5/2017,11/12/2017,5681
Marty Freudenburg,MG Advanced,Dontechi,Lost,11/5/2017,11/17/2017,0
Reed Clapper,MG Special,Massive Dynamic,Lost,11/5/2017,11/17/2017,0
Reed Clapper,GTX Plus Pro,Konex,Won,11/5/2017,11/7/2017,6767
Versie Hillebrand,MG Special,Cancity,Won,11/5/2017,11/11/2017,61
Violet Mclelland,MG Special,Opentech,Lost,11/5/2017,11/21/2017,0
Zane Levy,MG Special,Scotfind,Won,11/5/2017,11/17/2017,62
Darcel Schlecht,GTXPro,Betatech,Lost,11/6/2017,11/7/2017,0
